id;question;mediaReference;points;typeId;correctAnswerId
2278;Który z wymienionych czynników powinieneś, przede wszystkim, uwzględnić dostosowując podczas jazdy odległość od pojazdu jadącego przed Tobą?;;3;2;5433
2279;Od którego z wymienionych czynników, zależy przyczepność opon ciągnika rolniczego do nawierzchni jezdni?;4B104_.jpg;3;2;5438
2280;Który z wymienionych czynników, wpływa na wydłużenie drogi hamowania ciągnika rolniczego?;4B105_.jpg;3;2;5439
2281;Jaki wpływ na długość drogi hamowania, ma zawilgocenie jezdni spowodowane deszczem?;4B107_.jpg;3;2;5443
2282;Jaka może być minimalna odległość między jadącymi kolumnami ciągników rolniczych?;;3;2;5447
2283;Ile metrów odstępu od pojazdu poprzedzającego masz obowiązek zachować podczas zatrzymania w tunelu wynikającego z warunków ruchu?;;3;2;5448
2284;Jakich świateł nie należy używać podczas jazdy ciągnikiem rolniczym w gęstej mgle?;;2;2;5452
2285;W którym przypadku masz obowiązek dawać krótkotrwałe sygnały dźwiękowe podczas jazdy ciągnikiem rolniczym we mgle?;;2;2;5454
2286;Czy w tej sytuacji wolno Ci zachować 0,5 metra odstępu między Twoim pojazdem a wyprzedzanym rowerzystą?;1B359_.wmv;3;1;5458
2287;Czy dopuszczalne jest włączenie świateł awaryjnych w pojeździe holującym?;1C127_.jpg;1;1;5460
2288;Czy szukając osób, które mogły zostać ranne w wypadku drogowym, masz obowiązek sprawdzić wszystkie przestrzenie rozbitego pojazdu, łącznie z bagażnikiem?;1C171_.jpg;1;1;5461
2289;Czy powinieneś, bez wcześniejszego wezwania pomocy, rozpocząć resuscytację potrzebującej jej osoby rannej, gdy jesteś sam na miejscu wypadku drogowego?;1C180_.jpg;1;1;5464
2290;Czy zgłaszając wypadek drogowy na numer alarmowy służb ratunkowych powinieneś udostępnić swoje dane identyfikacyjne?;1C182_.jpg;1;1;5465
2291;Czy przykrycie kocem termoizolacyjnym odwróconym na wierzch złotą stroną chroni osobę ranną w wypadku drogowym przed utratą ciepła?;1C192_.jpg;1;1;5467
2292;Czy osobę ranną, która odzyskała oddech, ale jest nieprzytomna, należy ułożyć w pozycji bocznej ustalonej?;1C195_.jpg;1;1;5469
2293;Czy wolno Ci polewać oparzenie zimną wodą?;1C1111_.jpg;1;1;5471
2294;Czy wolno Ci położyć bezpośrednio na ranę kompres z wyjałowionej gazy?;1C1124_.jpg;1;1;5473
2295;Której z wymienionych reakcji motoroweru możesz spodziewać się, gdy podczas ruszania znacznie zwiększysz obroty silnika i nagle zwolnisz dźwignię sprzęgła?;;2;2;5475
2296;Który z przedmiotów stanowi obowiązkowe wyposażenie autobusu używanego w komunikacji miejskiej?;6A202_1.jpg;2;2;5480
2297;W którym przypadku pasy bezpieczeństwa są zapięte prawidłowo?;6A207_1.jpg;2;2;5483
2298;Ile osób wolno Ci przewozić autobusem przegubowym komunikacji miejskiej?;;2;2;5485
2299;W jakim celu używa się hamulca przystankowego w autobusie?;6C1A09_1.jpg;2;2;5488
2300;Ile wynosi maksymalny łączny czas prowadzenia autobusu w ciągu dwóch kolejnych tygodni?;;3;2;5491
2301;Rekompensatą za skrócony tygodniowy okres odpoczynku kierowcy jest dodatkowy odpoczynek, który powinien wykorzystać:;;3;2;5495
2302;Wykonujesz autobusem przewóz drogowy. Jaki okres muszą obejmować dokumentujące Twoją aktywność wykresówki, zapisy odręczne i wydruki, które masz obowiązek mieć przy sobie?;6A3A09_1.jpg;3;2;5497
2303;Jak długi okres odpoczynku musi wykorzystać kierowca jako rekompensatę za skrócony tygodniowy okres odpoczynku, który trwał 24 godziny?;;3;2;5500
2304;O ile razy wydłuży się droga hamowania, jeżeli dwukrotnie zwiększysz prędkość autobusu, którym kierujesz?;6B104_1.jpg;3;2;5503
2305;W którym z wymienionych przypadków masz obowiązek dawać krótkotrwałe sygnały dźwiękowe podczas jazdy autobusem we mgle?;6B204_1.jpg;2;2;5506
2306;Co może być przyczyną niewłaściwej oceny sytuacji na drodze przez kierującego autobusem?;;2;2;5510
2307;W jakiej sytuacji masz prawo używać tylnych świateł przeciwmgłowych, gdy kierujesz autobusem?;;2;2;5512
2308;W jakiej sytuacji masz obowiązek przełączyć światła drogowe na światła mijania, gdy kierujesz autobusem?;;2;2;5515
2309;W jakiej sytuacji powinieneś używać zwalniacza prędkości podczas jazdy autobusem w terenie górzystym?;;2;2;5517
2310;W jakiej sytuacji system ABS może być nieskuteczny podczas hamowania autobusu?;;2;2;5521
2311;W jakiej pozycji powinieneś ustawić fotel kierowcy, przygotowując się do jazdy autobusem?;;3;2;5524
2312;Co powinieneś widzieć we właściwie ustawionym lusterku zewnętrznym kierując autobusem?;;3;2;5528
2313;W jaki sposób powinieneś zwiększać prędkość jazdy autobusu, chcąc jechać ekonomicznie?;;3;2;5529
2314;Który ze sposobów zatrzymania autobusu przed skrzyżowaniem na jezdni suchej jest właściwy?;;3;2;5534
2315;W którym z wymienionych przypadków, uzyskuje się największą skuteczność hamowania autobusu przy pomocy hamulca silnikowego?;6B306_1.jpg;3;2;5536
2316;Którą z wymienionych czynności powinieneś wykonać, aby rozpocząć hamowanie silnikiem?;;3;2;5540
2317;Które z wymienionych czynności powinieneś wykonać, hamując gwałtownie autobusem w sytuacji awaryjnej?;;3;2;5543
2318;Którą z wymienionych funkcji spełnia w autobusie retarder?;;2;2;5546
2319;Której z wymienionych czynności nie wolno Ci wykonywać podczas przewożenia pasażerów autobusem?;;2;2;5547
2320;Ile osób, maksymalnie, wolno Ci przewozić autobusem turystycznym?;;2;2;5551
2321;Który element wyposażenia pojazdu, umożliwia sprawdzenie poziomu płynu chłodzącego?;4C304_1.jpg;1;2;5554
2322;Który z wymienionych czynników, może być przyczyną zmniejszenia poziomu płynu w układzie chłodzenia?;4C305_1.jpg;1;2;5557
2323;Czy poziom oleju w silniku ciągnika rolniczego powinieneś sprawdzać natychmiast po unieruchomieniu silnika?;4C306_1.jpg;1;2;5560
2324;W której z wymienionych sytuacji nie należy uruchamiać silnika w ciągniku rolniczym?;4C311_1.jpg;1;2;5563
2325;O włączeniu których z wymienionych świateł informuje lampka kontrolna wskazana na zdjęciu?;4C316_1.jpg;1;2;5567
2326;O czym informuje świecąca się lampka kontrolna, wskazana na zdjęciu czerwoną strzałką?;4C321_1.jpg;1;2;5569
2327;W jaki sposób powinieneś opatrzyć silnie krwawiącą ranę, by powstrzymać krwawienie?;;3;2;5571
2328;W której z wymienionych sytuacji powinieneś zdecydować się na wydostanie rannego z rozbitego pojazdu przed przybyciem służb ratowniczych, jeśli masz podstawy sądzić, że doznał on urazu kręgosłupa?;4D1A86_1.jpg;3;2;5575
2329;Którego z wymienionych środków nie wolno Ci używać do przemywania rany?;4D1A90_1.jpg;3;2;5577
2330;Której z wymienionych czynności nie należy wykonać przy przeciwdziałaniu krwotokowi z nosa?;;3;2;5580
2331;W jaki sposób powinieneś opatrzyć rannego, u którego wystąpił krwotok z przedramienia?;;3;2;5583
2332;Przy podejrzeniu złamania kończyny powinieneś unieruchomić u rannego:;;3;2;5588
2333;W jaki sposób należy postąpić w przypadku gdy poszkodowany uległ oparzeniu?;;3;2;5591
2334;W której z wymienionych sytuacji powinieneś przerwać resuscytację krążeniowo-oddechową?;4D1A106_1.jpg;3;2;5592
2335;Jak ustawisz fotel kierującego przed rozpoczęciem jazdy pojazdem?;2B403_1.jpg;2;2;5597
2336;Który bieg jest właściwy do rozpoczęcia jazdy samochodem osobowym na suchej nawierzchni?;;2;2;5599
2337;Co widzi kierujący w dobrze ustawionym lusterku zewnętrznym samochodu osobowego?;2B409_1.jpg;2;2;5603
2338;Którą z wymienionych technik hamowania awaryjnego należy zastosować w samochodzie osobowym wyposażonym w układ ABS?;2B410_1.jpg;2;2;5604
2339;Czy w przedstawionej sytuacji należy zwiększyć odstęp podczas omijania tych pojazdów?;AK_D08-03_21_org_2.wmv;2;1;5607
2340;Jak powinieneś postąpić, gdy w nogę rannego w wypadku wbite jest ciało obce (np. drut, patyk, nóż)?;;3;2;5611
2341;W jakich warunkach drogowych technika hamowania silnikiem jest szczególnie zalecana podczas jazdy ciągnikiem rolniczym?;;3;2;5612
2342;Której z wymienionych technik hamowania należy użyć, w celu znacznego zmniejszenia prędkości jazdy ciągnika rolniczego, na bardzo śliskiej nawierzchni?;;3;2;5615
2343;Czy podczas zjeżdżania ze wzniesienia ciągnikiem rolniczym należy wyłączyć bieg?;;3;2;5618
2344;W jaki sposób, dwukrotne zwiększenie prędkości motocykla, wpływa na długość jego drogi hamowania?;;3;2;5622
2345;Czy zajmowanego pasa ruchu wolno Ci skręcic w prawo?;IMG_9330orgbm.jpg;2;1;5625
2346;Na jaką odległość nie może z przodu wystawać przewożony ładunek?;;2;2;5628
2347;W jaki sposób wolno Ci wykorzystać skrócony dzienny okres odpoczynku?;;3;2;5631
2348;Jak długo powinien trwać regularny tygodniowy okres odpoczynku kierującego samochodem ciężarowym, wykonującego przewozy drogowe?;;3;2;5633
2349;W jakiej pozycji powinien być ustawiony przełącznik tachografu gdy nadzorujesz rozładunek swojego pojazdu ?;;3;2;5635
2350;Który czynnik ma największy wpływ na przyczepność opony samochodu ciężarowego do podłoża?;;3;2;5640
2351;Które z podanych zasad należy stosować podczas rozmieszczania lub mocowania ładunku w samochodzie ciężarowym?;;2;2;5641
2352;W którym przypadku masz obowiązek dodatkowo zabezpieczyć odpowiednimi zasłonami, uniemożliwiającymi wysypywanie się na drogę sypkiego ładunku, który zamierzasz przewieźć samochodem ciężarowym w szczelnej skrzyni ładunkowej?;;2;2;5644
2353;Jak położenie środka ciężkości ładunku wpływa na sposób zabezpieczenia ładunku?;;2;2;5648
2354;Który dokument masz obowiązek mieć przy sobie, gdy kierujesz autobusem przewożącym osoby w ramach przewozu regularnego?;;1;2;5652
2355;Którą z czynności należy wykonać, przystępując do wymiany koła w autobusie?;;1;2;5653
2356;Czy w okresie zimowym zalecane jest dolewanie benzyny do zbiornika paliwa autobusu z silnikiem wysokoprężnym?;;1;2;5658
2357;Jaką funkcję w silniku wysokoprężnym spełnia świeca żarowa?;;1;2;5659
2358;Który z wymienionych objawów może świadczyć o niedoborze płynu do wspomagania układu kierowniczego w autobusie?;;1;2;5664
2359;Który z objawów najbardziej wskazuje na zużycie tarczy sprzęgła?;;1;2;5667
2360;W trakcie przewożenia pasażerów autobusem turystycznym zauważyłeś dym wydobywający się z komory silnika. Które z wymienionych działań powinieneś podjąć natychmiast po zatrzymaniu pojazdu?;;3;2;5670
2361;W którym miejscu na drodze powinieneś zatrzymać swój pojazd, gdy dostrzeżesz przed sobą osoby ranne i rozbite pojazdy oraz podjeżdżające do nich pojazdy służb ratowniczych?;;3;2;5672
2362;Z jaką częstotliwością należy uciskać klatkę piersiową osoby dorosłej, którą resuscytujesz?;6D183_4.jpg;3;2;5674
2363;Który sposób uciskania klatki piersiowej jest właściwy, gdy przy wykonujesz masaż serca osoby dorosłej?;6D195_4.jpg;3;2;5677
2364;Objawem zbyt dużego sumarycznego luzu układu kierowniczego jest:;;1;2;5682
2365;Czy w tej sytuacji, dojeżdżając drogą dwukierunkową do wierzchołka wzniesienia, masz prawo wyprzedzić motocykl?;IMG_9303Bd8org.jpg;3;1;5684
2366;Czy kierując autobusem, wolno Ci spożywać posiłek podczas jazdy?;;2;2;5685
2367;Czy w tej sytuacji migający sygnał żółty zezwala Ci wjechać za sygnalizator bez zatrzymywania się?;L5T1_021.wmv;3;1;5688
2368;Z jaką maksymalną dopuszczalną prędkością wolno Ci jechać po drodze za tymi znakami, jeśli holujesz inny samochód osobowy?;30133_2.jpg;3;2;5691
2369;Zajmujesz prawy pas ruchu. Czy na skrzyżowaniu wolno Ci skręcić w prawo?;IMG_9786_orgbezmaski zielone.jpg;1;1;5693
2370;Czy w tej sytuacji wolno Ci skręcić w prawo w widoczną drogę?;4058D15org.jpg;3;1;5696
2371;Którą z wymienionych czynności masz obowiązek wykonać przed rozpoczęciem jazdy widocznym pojazdem?;B0652_.jpg;2;2;5699
2372;Kierujesz motocyklem w czasie deszczu. Jak powinieneś zareagować, gdy odczujesz, że tylne koło Twojego pojazdu traci przyczepność?;A0167_.jpg;3;2;5701
2373;W jaki sposób powinieneś obserwować drogę za kierowanym przez siebie motocyklem, gdy zamierzasz wjechać na pas ruchu po swojej lewej stronie?;;2;2;5705
2374;Którą z wymienionych czynności powinieneś wykonać, kierując motocyklem, gdy masz do pokonania ostry łuk drogi?;A0187_.jpg;2;2;5707
2375;Która z wymienionych informacji podlega obowiązkowemu zapisowi na wykresówce tachografu?;D0178_.jpg;3;2;5709
2376;Pod którym z pokazanych symboli tachograf rejestruje przerwy w pracy i okresy dziennego odpoczynku?;D0179_.jpg;3;2;5714
2377;Przez jak długi okres wolno Ci używać wykresówki?;D0181_.jpg;3;2;5716
2378;Ile metrów odstępu od poprzedzającego pojazdu należy zachować podczas zatrzymania wynikającego z zatoru drogowego w tunelu?;D0202_.jpg;3;2;5719
2379;W którym z wymienionych przypadków hamulec silnikowy wyłącza się automatycznie?;;3;2;5723
2380;Jakie może być następstwo długotrwałej jazdy autobusem, gdy wskaźnik obrotomierza znajduje się cały czas na czerwonym polu?;D0226_.jpg;3;2;5725
2381;Czy w tej sytuacji masz obowiązek sygnalizować zamiar skrętu w prawo?;IMG_3166orgbm.jpg;2;1;5727
2382;Czy w tej sytuacji masz obowiązek używać świateł mijania?;4099.wmv;1;1;5729
2383;Czy ten znak ostrzega, że zbliżasz się do skrzyżowania z wlotem drogi jednokierunkowej występującej z lewej strony?;PICT_106_1024x576.wmv;2;1;5732
2384;Czy ten znak pionowy ostrzega o dwóch niebezpiecznych zakrętach, z których pierwszy jest w prawo, a drugi w lewo?;PICT_111_1024x576.wmv;2;1;5734
2385;Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór?;PICT_1_1024x576.wmv;2;1;5736
2386;Czy w przedstawionej sytuacji zbliżasz się do skrzyżowania z drogą podporządkowaną?;PICT_5_1024x576.wmv;2;1;5738
2387;Czy w tej sytuacji zbliżasz się do skrzyżowania dróg, na którym pierwszeństwo jest ustalone znakami drogowymi?;PICT_113_1024x576.wmv;2;1;5740
2388;Czy masz obowiązek każdorazowo zatrzymać pojazd przed wjazdem na takie skrzyżowanie?;Slajd370_cen_1024x576.jpg;2;1;5742
2389;Czy ten znak ostrzega, że zbliżasz się do skrzyżowania z drogą z pierwszeństwem przejazdu?;4_cen_1024x576.jpg;2;1;5744
2390;Czy w tej sytuacji jesteś ostrzegany, że zbliżasz się do przejścia dla pieszych?;101_1024x576.jpg;2;1;5746
2391;Czy jadąc na wprost zbliżysz się do miejsca, w którym rozpoczyna się ruch dwukierunkowy?;PICT_109_Censored_1024x576.wmv;2;1;5747
2392;Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami?;PICT_1_1024x576.wmv;2;1;5749
2393;Czy w tej sytuacji znajdujesz się na drodze z pierwszeństwem?;ZO-10-14_0001_Censored_1024x576.wmv;2;1;5751
2394;Czy widoczne oznakowanie ostrzega o przejeździe kolejowym z zaporami?;ZO-10-14_0003_Censored_1024x576.wmv;2;1;5753
2395;Czy w tej sytuacji jesteś ostrzegany o możliwości występowania gołoledzi na jezdni?;105_1024x576.jpg;2;1;5755
2396;Czy w tej sytuacji zbliżasz się do drogi z pierwszeństwem?;Slajd61_cen_1024x576.jpg;2;1;5757
2397;Czy w tej sytuacji, na najbliższym skrzyżowaniu, masz pierwszeństwo przed pojazdami nadjeżdżającymi z lewej strony?;4_cen_1024x576.jpg;2;1;5759
2398;Czy w tej sytuacji, po przejechaniu 80 m, należy ustąpić pierwszeństwa pojazdom poruszającym się drogą poprzeczną?;Slajd61_cen_1024x576.jpg;2;1;5761
2399;Czy w widocznej sytuacji znajdujesz się na drodze z pierwszeństwem?;Slajd545_cen_1024x576.jpg;2;1;5763
2400;Czy dozwolone jest zatrzymanie samochodu osobowego na drodze dla rowerów, jeżeli pozostanie co najmniej 1,5 m szerokości dla rowerzystów?;Slajd267_cen_1024x576.jpg;2;1;5766
2401;Czy w tej sytuacji masz prawo na chwilę zatrzymać pojazd na jezdni w celu wysadzenia pasażera?;241_1024x576.jpg;2;1;5768
2402;Czy w tej sytuacji masz prawo zatrzymać pojazd na poboczu?;181_1024x576.jpg;2;1;5770
2403;Czy w tej sytuacji za znakiem masz prawo zaparkować na jezdni pojazd silnikowy?;183_1024x576.jpg;2;1;5772
2404;Czy za widocznymi znakami zakazu dozwolony jest postój pojazdu silnikowego na chodniku?;241_1024x576.jpg;2;1;5774
2405;Czy w tej sytuacji po wykonaniu manewru wyprzedzania masz obowiązek zjechać na prawy pas ruchu?;G_zmiana_pasa_4_1024x576.wmv;2;1;5775
2406;Czy masz prawo zatrzymać swój pojazd na prawym poboczu tej drogi?;245_1024x576.jpg;2;1;5777
2407;Czy w tej sytuacji masz prawo zatrzymać pojazd za znakiem w celu wysadzenia pasażera?;180_1024x576.jpg;2;1;5779
2408;Czy w tej sytuacji zabronione jest zatrzymanie pojazdu na prawym poboczu tej drogi?;243_1024x576.jpg;2;1;5781
2409;Czy w widocznej sytuacji znajdujesz się na drodze jednojezdniowej dwukierunkowej o czterech pasach ruchu?;Slajd549_cen_1024x576.jpg;2;1;5783
2410;Czy w przedstawionej sytuacji masz prawo najechać na linię ciągłą?;PICT_50_1024x576.wmv;2;1;5786
2411;Czy w widocznej sytuacji masz prawo zmienić pas ruchu na prawy, aby kontynuować jazdę prosto?;Film_571.wmv;2;1;5788
2412;Czy w tej sytuacji masz prawo zmienić pas ruchu na prawy?;PICT2882c_MNDIS_1024x576.wmv;2;1;5789
2413;Czy w widocznej sytuacji konieczne jest włączenie kierunkowskazu w celu zasygnalizowania zmiany pasa ruchu?;Slajd391_cen_1024x576.jpg;2;1;5791
2414;Czy zbliżając się do miejsca postoju autobusu szkolnego poza obszarem zabudowanym masz obowiązek umożliwić kierującemu tym autobusem wjazd na jezdnię, o ile sygnalizuje on zamiar wykonania takiego manewru?;Slajd_003189_1024x576.jpg;2;1;5793
2415;Czy na tej drodze poza obszarem zabudowanym dopuszcza się wyprzedzanie pojazdu silnikowego z prawej strony?;Slajd549_cen_1024x576.jpg;3;1;5796
2416;Czy w takim miejscu na drodze dopuszcza się wyprzedzanie pojazdu silnikowego?;Slajd546_cen_1024x576.jpg;3;1;5798
2417;Czy w widocznej sytuacji masz prawo rozpocząć manewr wyprzedzania?;Slajd13_cen_1024x576.jpg;3;1;5800
2418;Czy na tym skrzyżowaniu masz prawo wyprzedzać?;PNS-10-14-0024_Censored_1024x576.wmv;3;1;5801
2419;Czy w widocznej sytuacji manewr wyprzedzania niesie ryzyko poślizgu i spowodowania wypadku drogowego?;206_1024x576.jpg;3;1;5803
2420;Czy w widocznej sytuacji masz prawo wyprzedzić na skrzyżowaniu pojazd poprzedzający ?;Slajd407_cen_1024x576.jpg;3;1;5805
2421;Czy w tej sytuacji przejeżdżając obok stojącego pojazdu wykonujesz manewr wymijania?;Film_457.wmv;2;1;5808
2422;Czy przejeżdżając obok rowerzysty wykonujesz manewr wymijania?;166_1024x576.jpg;2;1;5810
2423;Czy w tej sytuacji masz prawo wykonać manewr cofania?;171_1024x576.jpg;2;1;5812
2424;Czy w widocznej sytuacji masz prawo kontynuować jazdę przed pojazdem nadjeżdżającym z przeciwka?;Slajd265_cen_1024x576.jpg;2;1;5814
2425;Czy zabrania się cofania na drodze jednokierunkowej?;Slajd_004049_1024x576.jpg;2;1;5816
2426;Czy podczas ustalania bezpiecznego odstępu od zaparkowanych pojazdów powinieneś brać pod uwagę możliwość otwarcia się drzwi w jednym z nich?;PNS-10-14-0028_Censored_1024x576.wmv;2;1;5817
2427;Czy w przedstawionej sytuacji pojazd jadący z przeciwka ma pierwszeństwo?;PICT_79_1024x576.wmv;2;1;5819
2428;Czy w tej sytuacji przejeżdżając obok stojącego pojazdu komunikacji miejskiej wykonujesz manewr omijania?;Film_456.wmv;2;1;5821
2429;Czy zabrania się cofania pojazdem w tunelu, na moście i wiadukcie?;N655.jpg;2;1;5823
2430;Czy masz prawo używać świateł przeciwmgłowych tylnych, jeżeli mgła ogranicza widoczność na odległość 100 m?;Slajd258_cen_1024x576.jpg;1;1;5826
2431;Czy w czasie jazdy w warunkach zmniejszonej przejrzystości powietrza spowodowanych mgłą w pojeździe silnikowym mogą być włączone tylko światła przeciwmgłowe przednie?;Slajd258_cen_1024x576.jpg;1;1;5828
2432;Czy masz prawo używać świateł przeciwmgłowych tylnych, jeżeli mgła ogranicza widoczność na odległość mniejszą niż 50 m?;Slajd258_cen_1024x576.jpg;1;1;5829
2433;Czy w dzień zabronione jest ostrzeganie światłami drogowymi, jeżeli może spowodować to oślepienie innych kierujących?;Slajd571_cen_1024x576.jpg;1;1;5831
2434;Czy w tej sytuacji masz prawo wjechać za sygnalizator, jeżeli nie utrudnisz ruchu pieszym?;N373.jpg;2;1;5834
2435;Czy w tej sytuacji masz obowiązek zachowania szczególnej ostrożności?;PNS-10-14-0002_Censored_1024x576.wmv;2;1;5835
2436;Czy w tej sytuacji powinieneś zachować szczególną ostrożność?;PNS-10-14-0001_Censored_1024x576.wmv;2;1;5837
2437;Czy w tej sytuacji powinieneś zachować szczególną ostrożność?;PNS-10-14-0022_Censored_1024x576.wmv;2;1;5839
2438;Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność?;Slajd396_cen_1024x576.jpg;2;1;5841
2439;Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność?;Slajd64_cen_1024x576.jpg;2;1;5843
2440;Czy w tej sytuacji po skręcie w prawo masz pierwszeństwo przed rowerzystą?;255_cen_1024x576.jpg;3;1;5846
2441;Czy w tej sytuacji masz obowiązek użyć sygnału dźwiękowego, aby skłonić rowerzystę do szybszej jazdy?;265_1024x576.jpg;3;1;5848
2442;Czy skręcając w prawo na tym skrzyżowaniu jesteś zobowiązany do zatrzymania się przed sygnalizatorem?;PNS-10-14-0020_Censored_1024x576.wmv;3;1;5849
2443;Czy w przedstawionej sytuacji należy powstrzymać się od wyprzedzania rowerzysty?;PICT_203_1024x576.wmv;3;1;5851
2444;Czy w przedstawionej sytuacji skręcając w prawo ustąpisz pierwszeństwa rowerzyście?;PICT_60_1024x576.wmv;3;1;5853
2445;Czy podczas powolnej jazdy w warunkach zatoru drogowego powinieneś spodziewać się, że będziesz wyprzedzany z prawej strony przez kierującego rowerem?;Slajd219_cen_1024x576.jpg;3;1;5855
2446;Czy w tej sytuacji kierując pojazdem powinieneś zachować szczególną ostrożność?;265_1024x576.jpg;3;1;5857
2447;Czy w tej sytuacji po skręcie w prawo powinieneś ustąpić pierwszeństwa rowerzyście?;255_cen_1024x576.jpg;3;1;5859
2448;Czy w tej sytuacji powinieneś umożliwić pieszemu swobodne opuszczenie przejścia dla pieszych?;267_1024x576.jpg;3;1;5861
2449;Czy w przedstawionej sytuacji masz prawo wjechać na przejazd kolejowy bez zatrzymania po upewnieniu się, że nie nadjeżdża pojazd szynowy?;PICT_82_1024x576.wmv;3;1;5864
2450;Czy w przedstawionej sytuacji masz prawo wjechać na przejazd kolejowy?;PICT_81_1024x576.wmv;3;1;5866
2451;Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór?;PICT_84_1024x576.wmv;3;1;5868
2452;Czy masz prawo wjechać na przejazd kolejowy, w czasie podnoszenia zapór przez pracownika kolejowego?;Slajd_002908_cen_1024x576.jpg;3;1;5870
2453;Czy przejeżdżając przez przejazd kolejowy masz pierwszeństwo przed nadjeżdżającym pojazdem szynowym?;176_1024x576.jpg;3;1;5872
2454;Czy w tej sytuacji masz prawo wjechać na przejazd kolejowy z zachowaniem szczególnej ostrożności?;174_1024x576.jpg;3;1;5874
2455;Czy w widocznej sytuacji znajdujesz się przed przejazdem kolejowym jednotorowym?;Slajd280_cen_1024x576.jpg;3;1;5876
2456;Po przejechaniu pojazdu szynowego półzapory unoszą się do góry. Czy w tej sytuacji masz prawo rozpocząć jazdę i wjechać na tory kolejowe?;239_1024x576.jpg;3;1;5878
2457;Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami?;PICT_84_1024x576.wmv;3;1;5879
2458;Czy w widocznej sytuacji masz obowiązek zatrzymać pojazd i upewnić się czy nie nadjeżdża pojazd szynowy?;Film_585.wmv;3;1;5881
2459;Czy na jezdni jednokierunkowej dopuszcza się wyprzedzanie pojazdu szynowego z jego lewej strony?;;3;1;5883
2460;Czy przed wjechaniem na tory należy upewnić się, czy nie zbliża się pojazd szynowy?;Slajd290_cen_1024x576.jpg;3;1;5885
2461;Czy w razie unieruchomienia pojazdu na przejeździe kolejowym masz obowiązek ostrzec kierującego pojazdem szynowym, jeżeli nie jest możliwie usunięcie pojazdu z tego przejazdu?;Slajd205_cen_1024x576.jpg;3;1;5887
2462;Czy w tej sytuacji masz obowiązek zatrzymania się przed sygnalizatorem?;174_1024x576.jpg;3;1;5889
2463;Czy w tej sytuacji masz prawo wjechać na przejazd kolejowy dopiero po upewnieniu, że nie zbliża się pojazd szynowy?;236_1024x576.jpg;3;1;5891
2464;Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność, zatrzymać pojazd oraz upewnić się czy nie nadjeżdża pojazd szynowy?;Slajd296_cen_1024x576.jpg;3;1;5893
2465;Czy zbliżając się do przejazdu kolejowego masz obowiązek zastosować zasadę szczególnej ostrożności?;177_1024x576.jpg;3;1;5895
2466;Czy w takim miejscu na jezdni w obszarze zabudowanym masz obowiązek sygnalizować postój pojazdu silnikowego w razie uczestniczenia w wypadku drogowym?;246_1024x576.jpg;1;1;5897
2467;Czy ten znak informuje o prędkości minimalnej, z jaką masz prawo się poruszać?;ZZ-10-14_0006_Censored_1024x576.wmv;3;1;5900
2468;Czy w przedstawionej sytuacji masz prawo zatrzymać pojazd na jezdni na moście?;PICT_189_1024x576.wmv;3;1;5902
2469;Czy w tej sytuacji dozwolone jest zawracanie na skrzyżowaniu?;PICT_149_1024x576.wmv;3;1;5904
2470;Czy w tej sytuacji jesteś informowany, że poruszasz się drogą jednokierunkową?;PICT_159_1024x576.wmv;3;1;5906
2471;Czy w tej sytuacji masz pierwszeństwo na zwężonym odcinku jezdni?;PICT_151_1024x576.wmv;3;1;5908
2472;Czy w tej sytuacji masz prawo wjechać na drogę za tym znakiem pionowym, jeżeli nie utrudnisz ruchu innym pojazdom?;PICT_144_1024x576.wmv;3;1;5910
2473;Czy w tej sytuacji masz prawo wjechać na skrzyżowanie bez zatrzymania się?;ZZ-10-14_0003_Censored_1024x576.wmv;3;1;5912
2474;Czy w tej sytuacji masz prawo pojechać prosto przez skrzyżowanie?;PICT_165_Censored_1024x576.wmv;3;1;5914
2475;Czy w tej sytuacji zatrzymanie pojazdu, w celu ustąpienia pierwszeństwa, powinno nastąpić każdorazowo przed znakiem „STOP”?;PICT_147_1024x576.wmv;3;1;5916
2476;Czy w tej sytuacji, skręcając w prawo, możesz wjechać na skrzyżowanie bez zatrzymania?;ZZ-10-14_0003_Censored_1024x576.wmv;3;1;5918
2477;Czy widoczne oznakowanie wskazuje, że powinieneś skręcić w prawo w najbliższą jezdnię?;Film_615.wmv;3;1;5920
2478;Czy zakaz wyrażony tym znakiem obowiązuje za najbliższym skrzyżowaniem?;PICT_190_1024x576.wmv;3;1;5922
2479;Czy zakaz wyrażony tym znakiem pionowym zabrania skręcania w lewo na najbliższym skrzyżowaniu?;ZZ-10-14_0002_Censored_1024x576.wmv;3;1;5924
2480;Czy zakaz wyrażony umieszczonym z prawej strony jezdni znakiem pionowym obowiązuje od miejsca jego ustawienia do najbliższego skrzyżowania włącznie?;PICT_155_1024x576.wmv;3;1;5926
2481;Czy na tym skrzyżowaniu dopuszczalne jest skręcenie w prawo bez uprzedniego zatrzymania się?;Slajd293_cen_1024x576.jpg;3;1;5928
